,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
126,"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",J Spice,1,0,3.8,59,17,"Stuffed Mushroom, Chicken Biryani, Jal-jeera",750.0
127,"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Hatti Kaapi,1,0,4.0,89,53,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa",200.0
128,"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",Upahara Darshini,1,0,3.9,40,17,Masala Dosa,600.0
129,"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,1,0,2.5,35,53,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",200.0
130,"224/Y, 4th Phase, 7th Block, 100 Feet Ring Road, Near Kamakya Theatre, Banashankari, Bangalore",My Tea House,1,0,3.6,62,56,"Pasta, Iced Tea",600.0
131,"2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",Samskruti - Sanman Gardenia,1,0,4.1,139,17,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka",550.0
132,"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",Chumma Delicious,1,0,3.7,237,53,Chicken Biryani,200.0
133,"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",New Prashanth Hotel,1,0,3.9,388,17,"Chicken Biryani, Ragi Mudde, Mutton Chops",650.0
134,Near dayananda sagar college kumarswamy layout,Dwaraka Grand,1,0,3.9,128,17,"Masala Dosa, Coffee",500.0
135,"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Gufha - The President Hotel,1,1,4.1,1875,17,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry",1200.0
136,"2303, 21st Cross, K R Road, 2nd Stage, Banashankari, Bangalore",Cafe Vivacity,1,0,3.8,90,11,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",650.0
137,"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",Mojo Pizza - 2X Toppings,1,0,4.2,179,25,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",600.0
138,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",South Kitchen,1,0,4.3,275,53,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",100.0
139,"63, 18th Cross, 3rd Block, Jayanagar, Bangalore",Chung Wah,1,0,3.7,323,17,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings",850.0
140,"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",Prems Graama Bhojanam,1,0,4.3,322,17,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",400.0
141,"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Java City,1,0,2.6,157,11,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza",450.0
142,"1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore",Kamat Bugle Rock,1,0,3.9,543,53,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani",300.0
143,"3353, 2nd Cross, Opposite Auden School, Hoskerehalli Cross, 3rd Stage, Banashankari, Bangalore",Woodee Pizza,1,0,3.7,180,11,"Pizza, Garlic Bread",500.0
144,"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",Puliyogare Point,1,0,4.2,444,53,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",100.0
145,"36/1, 27th Cross, 4th Block, Jayanagar, Bangalore",Bangalore Agarwal Bhavan,1,0,3.9,134,53,"Paratha, Coffee, Halwa, Lassi",400.0
146,"13, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Stove,1,0,3.8,577,17,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish",900.0
147,"137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",De Thaali,1,0,3.9,144,17,"Malai Kofta, Sandwich, Naan",550.0
148,"2nd Floor, 80 Feet Road, Near Big Bazaar, 6th Block, Kathriguppe, 3rd Stage, Banashankari, Bangalore",Spice Elephant,1,0,4.1,787,17,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani",800.0
149,"Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",Matru Sagar,1,0,3.6,84,53,"Coffee, Masala Dosa",250.0
150,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Sea Spice by 7 Star,1,1,4.0,349,17,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry",1200.0
151,"1328, 50 Feet Road, Stage 1, Kumaraswamy Layout, Bangalore",Desi Dawat,1,0,3.7,248,53,"Tandoori Chicken, Rolls",400.0
152,"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",Cafe Aira,1,0,4.1,216,11,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles",500.0
153,"1, 30th Main Road, 3rd Stage, Banashankari, Bangalore",Penthouse Cafe,1,0,4.0,324,11,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",700.0
154,"534, 49th Cross, 50 Feet Road, Kumaraswamy Layout, Bangalore",Mast Punjabi,1,0,2.6,231,53,Aloo Paratha,400.0
155,"23, 7th Main, KSRTC Layout, Chikkalsandra, Main Road, Uttarahalli, Bangalore",South Grand,1,0,3.4,102,17,Rava Dosa,400.0
156,"241, 4th Floor, 100 Feet Ring Road, Opposite Kamakya Theatre, Banashankari, Bangalore",Catch-up-ino,1,0,3.9,133,11,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi",800.0
157,"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",The Pizzeria,1,0,2.8,45,17,Pesto Pizza,800.0
158,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchis Point,1,0,3.8,75,53,"Sandwiches, Noodles, Sandwich",200.0
159,"8th Main Road, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bengaluru",Firangi Bake,1,0,4.0,53,25,"Lasagne, Steak, Masala Quesadilla, Garlic Bread",600.0
160,"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",The Royal Corner - Pai Viceroy,1,1,4.2,815,17,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian",900.0
161,"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",Hara Fine Dine,1,1,4.0,633,17,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan",800.0
162,"30, 8th F Main Road, Jayanagar, Bangalore",Chocoberry,1,0,3.5,56,26,"Waffles, Cup Cake, Chocolate Cake",400.0
163,"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",Waffle-A-Go Go,1,0,3.9,70,26,Waffles,400.0
164,"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",Cross Road Cafe,1,0,3.9,91,11,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali",300.0
165,"269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",Bakers Town,1,0,3.8,77,11,"Freak Shake, Fries, Pasta Alfredo",650.0
166,"1616, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Ivy,1,0,3.8,210,17,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken",600.0
167,"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",The Airos,1,0,4.1,130,11,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls",650.0
168,"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore",Chai Kraft,1,0,4.1,30,7,"Masala Chai, Coffee, Masala Tea, Maggi",100.0
169,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Kirthi's Biryani,1,0,3.8,144,11,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700.0
170,"34/1, 2nd & 3rd Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore",The Trundle,1,0,3.7,133,17,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup",700.0
171,"183/28, 2nd Main Road, 36th B Cross, 7th Block, Jayanagar, Bangalore",The Krishna Grand Xpress,1,0,4.0,136,53,"Vada, Masala Dosa, Idli",350.0
172,"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",Udupi Grand,1,0,3.8,74,53,"Coffee, Masala Dosa, Vegetable Biryani",300.0
173,"21,National High School Road,VV Puram, Basavanagudi, Bangalore",Little Cafe,1,0,3.7,54,11,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600.0
174,"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",1980s Games Cafe,1,0,3.4,58,11,"Maggi, Pasta, Burgers, Sandwiches, Fries",400.0
175,"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore",Kadala Tarangaa,1,0,3.6,129,17,"Sea Food, Neer Dosa",600.0
176,"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",As On Fire,1,0,3.5,41,37,Pizza,400.0
177,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",Curry Leaves,1,0,4.1,176,17,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",800.0
178,"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",Magic Meals,1,0,3.7,47,57,"Biryani, Thick Shakes, Fries",400.0
179,"7th Main Road, 4th Block, Jayanagar East, Bangalore",Desi Cream Junction,1,1,3.7,36,17,Vegetarian,650.0
180,"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru",Eat Repeat,1,0,3.9,101,53,"Sweet Pongal, Curd Rice",150.0
181,"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Salut,1,1,4.1,442,51,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",1200.0
182,"22, Second Main Road, 7th Block, Jayanagar, Bangalore",Sandwich Mama's And Frozen Monster,1,0,3.8,53,53,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250.0
183,"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore",Food Springs,1,0,4.0,232,53,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll",400.0
184,"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",Chung's Chinese Corner,1,0,3.9,221,17,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",700.0
185,"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1063,18,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails",1200.0
186,"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Goli Vada Pav No. 1,1,0,3.7,93,53,"Masala Vada Pav, Cheese Vada Pav, Fries",200.0
187,"16, 5th B Main, KR Road, Jayanagar, Bangalore",Ragoo's,1,0,3.9,233,17,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",800.0
188,"Near National College, 7th Block, Jayanagar, Bangalore",Pure & Natural,1,0,3.9,211,17,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500.0
189,"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",Maiyas,1,0,4.0,1778,53,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",200.0
190,"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore",Sip n Dine,1,0,3.6,218,17,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka",800.0
191,"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,1,0,3.7,514,11,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",600.0
192,"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore",Jalpaan,1,1,4.0,866,17,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900.0
193,"31, 2nd Cross, 1st Stage, Padmanabh Nagar, Kumaraswamy Layout, Bangalore",Kataria's Pakwan,1,0,3.2,96,53,"Paratha, Lassi, Manchurian, Thali",400.0
194,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",Juicy Momos,1,0,3.5,80,53,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",250.0
195,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Amande Patisserie,1,0,4.0,73,0,"Macaroon, Mousse, Caramel Eclair",300.0
196,"4 & 5, 27th Cross, 4th Block, Jayanagar, Bangalore",Anand Sweets and Savouries,1,0,3.9,84,60,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori",400.0
197,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",Chicken Hunt,1,0,3.5,88,53,Chicken Grill,350.0
198,"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore",Swadesh Tadka,1,0,3.5,179,17,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600.0
199,"44/1, Bull Temple Road, Basavanagudi, Bangalore",Cane-O-La,1,0,3.8,61,53,"Sugarcane Juice, Popcorn",100.0
200,"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore",New Biryani Mane,1,0,3.7,128,17,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",450.0
201,"9A Main Road, 3rd Block, Jayanagar, Bangalore",Upahara Darshini,1,0,3.8,339,53,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli",400.0
202,"6, 2nd Main, 3rd Cross, Chamrajpet, Basavanagudi, Bangalore",Karnataka Bhel House,1,0,4.1,449,53,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100.0
203,"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore",Sreeraj Lassi Bar,1,0,4.1,210,27,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",150.0
204,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",Bunt's Biriyani Palace,1,0,3.0,213,53,"Neer Dosa, Sea Food, Pepper Chicken",400.0
205,"525/2, Opposite Lacasa, 10th Main, 33rd Cross, 4th Block, Jayanagar, Bangalore",Chai Point,1,0,3.2,208,10,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250.0
206,"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore",Janahaar,1,0,3.8,70,53,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100.0
207,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",Redberrys,1,0,4.0,219,11,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600.0
208,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",Utsav,1,0,3.7,59,53,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",200.0
209,"642, 14th Main, Kumaraswamy Layout, Bangalore",The Spice Saga,1,0,3.7,124,17,"Biryani, Chicken Grill, Butter Chicken",750.0
210,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Jalsa,1,1,4.1,775,17,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800.0
211,"Cosmopolitan Club, Ground Floor, 22nd Cross, 3rd Block, Jayanagar, Bengalore",Subz,1,1,4.2,2022,17,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries",1000.0
212,"941, 3rd FLOOR, 21st Main, 22nd Cross, Banashankari 2nd stage, Opposite to BDA complex, Banashankari",Cafe Shuffle,1,1,4.2,150,11,"Mocktails, Peri Fries, Lasagne, Pizza, Chicken Bbq Wings, Virgin Mojito, Nachos",600.0
213,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",Mint and Mustard,1,0,4.0,232,17,"Paneer Tikka, Masala Papad, Garlic Naan",750.0
214,"SM Towers, Near Cosmopolitan Club, 4/3/1 & 3/2, 1st Floor, 11th Main, Jayanagar, Bangalore",Punjabi Raswada,1,1,3.5,431,17,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800.0
215,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Vinny's,1,1,4.2,2115,17,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800.0
216,"Bengaluru, Jayanagar, Bangalore",Kapoor's Cafe,1,0,4.2,150,17,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",800.0
217,"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",Sukh Sagar,1,0,3.8,155,17,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450.0
218,"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Andhra Ruchulu,1,1,4.1,666,18,"Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream",1000.0
219,"166/A 2nd Floor, R.V Road, Above DTDC Office, V.V Puram, Near Minerva Circle, Basavanagudi, Bangalore",Steaming Mugs,1,0,3.9,240,11,"Fries, Oreo Shake, Pasta Arrabiata",700.0
220,"1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",San Churro Cafe,1,0,3.8,918,14,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800.0
221,"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore",Rajathadri Food Fort,1,0,4.0,465,17,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600.0
222,"523, 33rd Cross, Jayanagar, Bangalore",Brew Meister,1,1,4.1,970,45,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",1500.0
223,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",Rasoi,1,0,3.3,128,53,"Lassi, Panneer Butter Masala, Paratha, Thali",300.0
224,"Near Dayananda Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore",Mr. Singh Da Dhaba,1,0,3.6,241,53,"Mughlai Paratha, Laccha Paratha, Rolls",300.0
225,"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore",Ayodhya Upachar,1,0,4.3,734,53,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200.0
226,"266/B, 7th Block, Jayanagar, Bangalore",Biriyani Mane,1,0,3.8,130,53,"Biryani, Chilli Chicken, Neer Dosa",400.0
227,"Shop 66/1, 4th Block, Near Maiys Hotel, 33rd Cross Road, Jayanagar, Bangalore",Cafe Ajfan,1,0,4.2,261,11,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700.0
228,"1795, Near Police Station, 13th Main, Kumaraswamy Layout, Bangalore",Brundhavana Food Point,1,0,4.0,191,53,Biryani,300.0
229,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore",SLV Corner Restaurant,1,0,4.1,364,17,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550.0
230,"1, Monotype, 2nd Stage, Banashankari, Bangalore",The Krishna Grand,1,0,3.9,888,17,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750.0
231,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Roti Ghar,1,0,3.9,750,17,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500.0
232,"6th Block, 3rd Stage, Banashankari, Bangalore",The Coffee Shack,1,1,4.2,164,11,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread",500.0
233,"160, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Baisakhi,1,0,3.8,527,17,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500.0
234,"808/6-1, 24th A Cross, K.R Road, 2nd Stage, Banashankari, Bangalore",Corner House Ice Cream,0,0,4.3,345,26,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse",400.0
235,"43, BDA Complex, 2nd Stage, Banashankari, Bangalore",Poonam Sweets,0,0,4.4,356,60,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150.0
236,"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,1,0,3.9,38,26,Friendly Staff,150.0
237,"79, 21st Main, 2nd Stage, Banashankari, Bangalore",Polar Bear,1,0,3.9,116,26,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400.0
238,"1112, Next to KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",San Churro Cafe,1,0,3.8,918,14,"Churros, Cannelloni, Minestrone Soup, Hot Chocolate, Pink Sauce Pasta, Salsa, Veg Supreme Pizza",800.0
239,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Kirthi's Biryani,1,0,3.8,144,11,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails",700.0
240,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,1,0,4.3,860,26,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu",500.0
241,"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore",Floured-Baked With Love,0,0,3.8,45,63,"Cup Cake, Chocolate Cake",400.0
242,"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",Waffle-A-Go Go,1,0,3.9,70,26,Waffles,400.0
243,"115/116, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Sri Venkateshwara Sweet Meat Stall,0,0,4.0,98,61,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400.0
244,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",Redberrys,1,0,4.0,219,11,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam",600.0
245,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Amande Patisserie,1,0,4.0,73,0,"Macaroon, Mousse, Caramel Eclair",300.0
246,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore",A2B Veg - Adyar Ananda Bhavan,1,0,2.7,97,17,Masala Dosa,400.0
247,"1, Monotype, 2nd Stage, Banashankari, Bangalore",The Krishna Grand,1,0,3.9,888,17,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750.0
248,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Sea Spice by 7 Star,1,1,4.0,349,17,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry",1200.0
249,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,1,0,4.2,287,53,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",350.0
250,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Onesta,1,1,4.6,2556,19,"Farmhouse Pizza, Chocolate Banana, Virgin Mojito, Pasta, Paneer Tikka, Lime Soda, Prawn Pizza",600.0
251,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",Wamama,1,1,4.2,354,17,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll",800.0
252,"942, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Jalsa,1,1,4.1,775,17,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup",800.0
253,"2467, 24th Cross, 2nd Stage, Banashankari, Bangalore",Vinny's,1,1,4.2,2115,17,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800.0
254,"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Jcubez,0,1,3.8,977,39,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",1300.0
